point_id,point_name,onset_class,slot_type,source_column,original_value,normalized_value,relation_type,relation_label,observable,is_equal,structure_type,structure_label,kmeans_cluster,kmeans_cluster_label
AJ01,安吉安城,M,value_pattern_onset,M_L3,S1=S2=S3,pattern_E,A_rel,S2=S3,True,1,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,M,value_pattern_onset,M_L3,S1=S2=S3,pattern_E,B_rel,S1=S2,True,1,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,M,value_pattern_onset,M_L3,S1=S2=S3,pattern_E,C_rel,S0=S1,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,M,value_pattern_onset,M_L3,S1=S2=S3,pattern_E,D_rel,S1=S3,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,TS,value_pattern_onset,TS_L3,S1=S2,pattern_B,A_rel,S2=S3,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,TS,value_pattern_onset,TS_L3,S1=S2,pattern_B,B_rel,S1=S2,True,1,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,TS,value_pattern_onset,TS_L3,S1=S2,pattern_B,C_rel,S0=S1,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,TS,value_pattern_onset,TS_L3,S1=S2,pattern_B,D_rel,S1=S3,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
AJ01,安吉安城,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,mixed_transition,混合过渡型,3,C3 S2_S3_dominant
BL01,北仑城关,N,special_merge_onset,N_Status,分立,split,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,N,special_merge_onset,N_Status,分立,split,B_rel,S1=S2,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,N,special_merge_onset,N_Status,分立,split,C_rel,S0=S1,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,N,special_merge_onset,N_Status,分立,split,D_rel,S1=S3,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,T,special_merge_onset,T_Status,分立,split,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,T,special_merge_onset,T_Status,分立,split,B_rel,S1=S2,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,T,special_merge_onset,T_Status,分立,split,C_rel,S0=S1,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,T,special_merge_onset,T_Status,分立,split,D_rel,S1=S3,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,P,value_pattern_onset,P_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,P,value_pattern_onset,P_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,P,value_pattern_onset,P_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,P,value_pattern_onset,P_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BL01,北仑城关,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
BS01,宝山,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,C_rel,S0=S1,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BS01,宝山,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,K,value_pattern_onset,K_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,K,value_pattern_onset,K_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,K,value_pattern_onset,K_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,K,value_pattern_onset,K_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
BZ01,堡镇,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,C_rel,S0=S1,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CM01,崇明城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,C_rel,S0=S1,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS01,川沙浦东,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS02,常熟虞山镇,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
CS02,常熟虞山镇,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
