point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,余姚方言志
YY01,余姚城关,太湖片-临绍小片,,,歌,T,多,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,拖,a/ou,用车～,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,他,a,其～,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,驼,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,驮,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,陀,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,鸵,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,沱,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,舵,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,大,a/ou,～黄/～小,
YY01,余姚城关,太湖片-临绍小片,,,歌,T,驮,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,N,挪,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,N,哪,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,N,那,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,L,罗,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,L,锣,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,L,箩,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,L,萝,ou,菠～,
YY01,余姚城关,太湖片-临绍小片,,,歌,L,逻,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,TS,左,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,TS,佐,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,TS,搓,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,TS,娑,o,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,歌,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,哥,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,柯,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,个,ou,～人,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,轲,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,可,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,蛾,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,鹅,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,俄,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,娥,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,我,o,,
YY01,余姚城关,太湖片-临绍小片,,,歌,K,饿,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,荷,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,河,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,何,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,荷,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,贺,ou,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,阿,,,
YY01,余姚城关,太湖片-临绍小片,,,歌,Ø,屙,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,茄,a,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,波,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,菠,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,跛,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,簸,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,簸,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,播,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,颇,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,坡,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,玻,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,破,a/ou,文读～衣裳/白读,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,婆,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,P,薄,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,M,魔,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,M,磨,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,M,摩,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,M,馍,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,M,蘑,o,,
YY01,余姚城关,太湖片-临绍小片,,,戈,M,磨,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,朵,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,躲,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,剁,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,妥,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,椭,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,唾,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,砣,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,惰,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,垛,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,T,堕,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,N,挼,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,N,糯,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,N,懦,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,骡,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,螺,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,脶,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,啰,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,裸,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,瘰,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,L,摞,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,锉,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,莝,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,矬,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,坐,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,座,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,蓑,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,梭,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,唆,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,莎,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,锁,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,琐,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,TS,唢,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,过,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,锅,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,戈,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,果,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,裹,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,餜,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,过,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,科,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,窠,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,棵,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,髁,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,蝌,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,颗,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,课,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,讹,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,K,卧,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,火,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,伙,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,货,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,和,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,禾,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,祸,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,夥,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,和,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,倭,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,踒,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,窝,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,涡,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,莴,ou,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,涴,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,瘸,,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,靴,y,,
YY01,余姚城关,太湖片-临绍小片,,,戈,Ø,�,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,巴,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,芭,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,疤,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,笆,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,吧,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,把,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,靶,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,霸,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,欛,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,壩,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,坝,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,爸,a,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,怕,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,帕,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,爬,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,琶,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,杷,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,钯,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,P,耙,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,麻,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,痲,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,蟆,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,妈,a/o,文读/白读,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,马,a/o,文读/白读,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,码,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,玛,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,蚂,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,M,骂,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,N,拿,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS,茶,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS,搽,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS,䖳,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,楂,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,渣,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,诈,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,榨,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,炸,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,叉,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,杈,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,差,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,岔,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,差,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,茬,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,查,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,乍,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,沙,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,纱,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,痧,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,砂,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,鲨,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,裟,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,洒,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,TS*,厦,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,家,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,傢,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,加,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,痂,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,嘉,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,枷,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,袈,,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,假,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,贾,ia,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,假,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,架,o,,
YY01,余姚城关,太湖片-临绍小片,,,麻,K,驾,ia,,
