point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语绍兴柯桥方言音系
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,多,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,拖,a/o,白读～东西/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,他,a,其～,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,驼,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,驮,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,陀,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,鸵,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,沱,,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,舵,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,大,a/o,文读/白读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,T,驮,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,N,挪,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,N,哪,a/o,文读/～吒,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,N,那,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,L,罗,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,L,锣,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,L,箩,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,L,萝,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,L,逻,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,TS,左,o,文读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,TS,佐,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,TS,搓,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,TS,娑,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,歌,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,哥,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,柯,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,个,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,轲,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,可,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,蛾,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,鹅,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,俄,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,娥,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,我,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,K,饿,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,荷,u/o,白读～包蛋/薄～文读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,河,u/o,白读～港/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,何,u/o,白读～里/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,荷,u/o,白读～包蛋/薄～文读,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,贺,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,阿,a/o,文读/白读～胶,
KQ01,柯桥城关,太湖片-临绍小片,,,歌,Ø,屙,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,茄,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,波,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,菠,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,跛,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,簸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,簸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,播,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,颇,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,坡,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,玻,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,破,a/o,白读/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,婆,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,P,薄,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,M,魔,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,M,磨,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,M,摩,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,M,馍,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,M,蘑,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,M,磨,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,朵,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,躲,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,剁,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,妥,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,椭,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,唾,u/o,白读/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,砣,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,惰,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,垛,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,T,堕,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,N,挼,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,N,糯,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,N,懦,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,骡,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,螺,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,脶,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,啰,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,裸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,瘰,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,L,摞,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,锉,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,莝,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,矬,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,坐,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,座,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,蓑,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,梭,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,唆,io,～使,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,莎,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,锁,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,琐,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,TS,唢,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,过,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,锅,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,戈,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,果,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,裹,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,餜,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,过,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,科,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,窠,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,棵,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,髁,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,蝌,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,颗,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,课,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,讹,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,K,卧,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,火,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,伙,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,货,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,和,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,禾,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,祸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,夥,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,和,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,倭,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,踒,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,窝,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,涡,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,莴,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,涴,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,瘸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,靴,,,
KQ01,柯桥城关,太湖片-临绍小片,,,戈,Ø,�,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,巴,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,芭,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,疤,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,笆,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,吧,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,把,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,靶,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,霸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,欛,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,壩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,坝,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,爸,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,怕,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,帕,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,爬,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,琶,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,杷,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,钯,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,P,耙,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,麻,o,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,痲,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,蟆,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,妈,a,母～,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,马,a/o,～虎,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,码,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,玛,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,蚂,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,M,骂,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,N,拿,a/o,文读～破仑,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS,茶,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS,搽,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS,䖳,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,楂,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,渣,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,诈,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,榨,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,炸,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,叉,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,杈,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,差,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,岔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,差,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,茬,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,查,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,乍,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,沙,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,纱,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,痧,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,砂,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,鲨,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,裟,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,洒,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,TS*,厦,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,家,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,傢,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,加,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,痂,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,嘉,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,枷,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,袈,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,假,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,贾,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,假,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,架,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,驾,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,嫁,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,稼,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,价,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,揢,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,牙,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,芽,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,衙,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,伢,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,蚜,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,雅,io,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,K,砑,a/o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,虾,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,�,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,嚇,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,霞,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,瑕,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,遐,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,蝦,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,下,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,夏,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,厦,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,下,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,夏,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,暇,,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,鸦,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,丫,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,桠,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,麻,Ø,哑,o,,
