point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,汪平2010
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,K,娥,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,K,我,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,K,饿,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,荷,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,河,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,何,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,荷,əu,薄～,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,贺,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,阿,a,～胶,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,歌,Ø,屙,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,茄,ɔ/iɔ,～子/～克衫,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,波,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,菠,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,跛,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,簸,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,簸,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,播,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,颇,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,坡,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,玻,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,破,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,婆,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,P,薄,u,～荷,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,M,魔,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,M,磨,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,M,摩,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,M,馍,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,M,蘑,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,M,磨,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,朵,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,躲,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,剁,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,妥,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,椭,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,唾,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,砣,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,惰,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,垛,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,T,堕,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,N,挼,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,N,糯,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,N,懦,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,骡,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,螺,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,脶,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,啰,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,裸,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,瘰,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,L,摞,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,锉,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,莝,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,矬,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,坐,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,座,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,蓑,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,梭,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,唆,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,莎,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,锁,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,琐,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,TS,唢,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,过,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,锅,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,戈,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,果,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,裹,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,餜,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,过,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,科,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,窠,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,棵,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,髁,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,蝌,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,颗,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,课,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,讹,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,K,卧,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,火,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,伙,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,货,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,禾,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,祸,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,夥,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,倭,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,踒,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,窝,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,涡,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,莴,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,涴,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,瘸,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,靴,io,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,戈,Ø,�,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,巴,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,芭,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,疤,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,笆,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,吧,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,把,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,靶,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,霸,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,欛,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,壩,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,坝,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,爸,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,怕,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,帕,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,爬,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,琶,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,杷,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,钯,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,P,耙,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,麻,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,蟆,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,妈,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,马,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,码,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,玛,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,蚂,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,M,骂,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,N,拿,ɔ/o,加～大/白读,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS,茶,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS,搽,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS,䖳,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,楂,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,渣,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,诈,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,榨,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,炸,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,叉,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,杈,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,岔,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,茬,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,查,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,乍,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,沙,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,纱,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,痧,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,砂,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,鲨,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,裟,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,洒,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,TS*,厦,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,家,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,傢,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,加,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,痂,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,嘉,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,枷,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,袈,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,假,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,贾,iɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,假,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,架,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,驾,iɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,嫁,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,稼,iɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,价,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,揢,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,牙,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,芽,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,衙,ɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,伢,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,蚜,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,雅,iɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,K,砑,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,虾,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,�,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,嚇,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,霞,iɔ,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,瑕,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,遐,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,蝦,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,下,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,厦,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,下,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,暇,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,鸦,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,丫,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,桠,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,哑,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,麻,Ø,亚,iɔ/io,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,补,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,谱,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,哺,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,布,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,佈,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,铺,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,潽,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,普,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,浦,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,铺,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,怖,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,蒲,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,菩,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,脯,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,葡,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,莆,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,部,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,簿,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,篰,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,步,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,捕,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,P,埠,u,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,模,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,模,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,摹,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,姥,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,暮,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,慕,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,墓,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,募,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,M,睦,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,都,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,都,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,赌,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,堵,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,肚,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,睹,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,妒,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,土,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,吐,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,吐,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,兔,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,徒,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,屠,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,途,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,涂,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,图,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,杜,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,肚,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,度,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,渡,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,T,镀,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,N,奴,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,N,努,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,N,怒,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,卢,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,炉,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,芦,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,鸬,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,颅,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,鲈,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,鲁,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,橹,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,虏,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,卤,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,路,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,赂,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,露,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,L,鹭,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,租,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,祖,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,组,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,做,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,粗,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,醋,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,措,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,错,o,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,苏,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,酥,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,素,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,诉,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,塑,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,TS,嗉,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,姑,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,孤,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,箍,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,辜,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,菇,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,鸪,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,蛄,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,古,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,估,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,盬,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,牯,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,股,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,鼓,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,蛊,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,故,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,固,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,锢,,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,雇,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,顾,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,枯,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,苦,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,库,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,裤,əu,,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,吴,u,姓,
WJ01,吴江市松陵,太湖片-苏沪嘉小片,,,模,K,蜈,əu,,
