point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,安吉县志/安吉方言调查
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,抱,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,暴,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,菢,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,M,毛,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,M,冒,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,M,帽,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,M,瑁,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,刀,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,叨,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,祷,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,岛,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,捣,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,到,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,滔,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,掏,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,讨,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,套,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,桃,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,逃,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,淘,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,陶,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,萄,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,涛,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,道,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,稻,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,盗,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,导,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,T,蹈,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,N,脑,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,N,恼,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,劳,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,捞,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,唠,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,牢,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,痨,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,老,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,佬,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,L,涝,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,遭,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,糟,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,早,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,枣,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,蚤,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,澡,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,藻,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,躁,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,灶,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,操,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,草,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,騲,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,糙,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,曹,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,槽,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,皂,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,造,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,骚,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,臊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,嫂,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,TS,燥,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,高,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,篙,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,羔,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,糕,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,稿,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,告,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,膏,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,考,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,烤,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,拷,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,靠,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,犒,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,铐,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,㸆,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,熬,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,敖,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,鳌,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,傲,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,K,鏊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,蒿,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,薅,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,耗,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,豪,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,壕,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,毫,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,蠔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,浩,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,爊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,袄,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,奥,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,澳,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,P,剖,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,某,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,亩,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,牡,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,母,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,拇,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,戊,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,茂,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,贸,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,兜,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,斗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,抖,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,陡,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,蚪,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,斗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,偷,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,敨,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,透,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,头,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,投,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,骰,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,豆,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,逗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,痘,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,脰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,楼,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,搂,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,耧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,娄,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,搂,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,篓,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,溇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,漏,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,陋,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,走,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,奏,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,凑,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,叟,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,嗽,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,勾,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,钩,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,沟,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,狗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,苟,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,垢,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,枸,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,彀,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,够,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,构,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,购,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,勾,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,抠,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,眍,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,口,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,叩,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,扣,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,寇,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,藕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,偶,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,偶,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,吼,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,侯,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,喉,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,猴,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,瘊,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,後,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,厚,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,后,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,候,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,鲎,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,欧,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,瓯,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,区,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,鸥,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,呕,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,殴,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,沤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,怄,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,P,拜,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,P,排,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,P,�,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,M,埋,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,L,攋,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,䍉,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,箉,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,斋,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,豺,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,皆,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,阶,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,稭,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,偕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,介,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,界,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,芥,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,尬,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,疥,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,届,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,戒,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,庎,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,揩,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,楷,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,谐,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,骇,aʔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,械,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,挨,,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,摆,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,派,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,牌,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,簰,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,罢,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,稗,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,M,买,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,M,卖,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,N,奶,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,债,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,钗,a/ɷ,文读/白读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,差,a,文读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,柴,aʔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,筛,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,洒,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,晒,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,佳,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,街,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,解,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,懈,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,涯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,崖,,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,捱,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,鞋,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,解,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,解,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,蟹,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,矮,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,隘,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,呆,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,戴,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,胎,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,台,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,奤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,态,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,贷,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,台,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,苔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,抬,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,待,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,怠,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,殆,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,代,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,袋,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,玳,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,黛,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,埭,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,逮,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,T,绐,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,N,乃,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,N,耐,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,L,来,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,灾,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,栽,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,宰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,载,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,再,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,载,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,猜,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,彩,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,採,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,睬,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,踩,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,菜,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,棌,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,才,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,材,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,财,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,裁,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,在,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,载,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,腮,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,鳃,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,赛,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,TS,塞,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,该,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,改,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,概,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,溉,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,开,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,凯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,慨,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,咳,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,呆,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,磑,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,K,碍,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,海,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,孩,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,亥,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,哀,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,埃,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,唉,,,
AJ01,安吉安城,太湖片-苕溪小片,,,咍,Ø,爱,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,P,贝,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,P,狈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,P,沛,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,带,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,太,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,泰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,大,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,汏,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,N,奈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,L,赖,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,L,癞,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,TS,蔡,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,盖,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,丐,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,艾,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,Ø,害,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,Ø,蔼,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,杯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,辈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,背,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,胚,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,坯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,配,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,培,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,陪,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,赔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,裴,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,倍,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,佩,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,P,背,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,梅,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,枚,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,媒,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,煤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,莓,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,玫,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,每,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,妹,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,M,昧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,堆,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,𠡒,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,对,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,碓,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,推,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,㷟,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,腿,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,退,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,颓,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,T,队,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,N,馁,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,N,内,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,雷,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,儡,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,癗,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,蕾,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,累,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,擂,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,L,𨀤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,TS,脧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,TS,催,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,TS,崔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,TS,摧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,TS,罪,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,TS,碎,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,瑰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,盔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,恢,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,魁,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,诙,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,傀,,,
