point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江省方言志
HZ02,湖州市区,太湖片-苕溪小片,,,戈,K,髁,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,K,蝌,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,K,颗,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,K,课,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,K,讹,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,K,卧,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,火,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,伙,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,货,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,和,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,禾,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,祸,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,夥,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,和,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,倭,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,踒,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,窝,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,涡,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,莴,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,涴,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,瘸,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,靴,,,
HZ02,湖州市区,太湖片-苕溪小片,,,戈,Ø,�,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,巴,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,芭,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,疤,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,笆,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,吧,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,把,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,靶,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,霸,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,欛,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,壩,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,坝,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,爸,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,怕,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,帕,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,爬,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,琶,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,杷,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,钯,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,P,耙,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,麻,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,痲,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,蟆,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,妈,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,马,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,码,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,玛,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,蚂,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,M,骂,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,N,拿,a/ɷ,文读/～来,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS,茶,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS,搽,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS,䖳,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,楂,a/ɷ,文读/白读,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,渣,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,诈,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,榨,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,炸,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,叉,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,杈,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,差,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,岔,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,差,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,茬,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,查,ɷ,白读,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,乍,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,沙,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,纱,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,痧,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,砂,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,鲨,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,裟,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,洒,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,TS*,厦,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,家,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,傢,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,加,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,痂,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,嘉,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,枷,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,袈,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,假,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,贾,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,假,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,架,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,驾,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,嫁,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,稼,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,价,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,揢,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,牙,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,芽,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,衙,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,伢,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,蚜,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,雅,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,K,砑,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,虾,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,�,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,嚇,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,霞,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,瑕,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,遐,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,蝦,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,下,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,夏,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,厦,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,下,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,夏,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,暇,,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,鸦,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,丫,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,桠,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,哑,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,麻,Ø,亚,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,补,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,谱,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,哺,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,布,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,佈,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,铺,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,潽,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,普,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,浦,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,铺,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,怖,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,蒲,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,菩,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,脯,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,葡,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,莆,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,部,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,簿,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,篰,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,步,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,捕,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,P,埠,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,模,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,模,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,摹,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,姥,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,暮,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,慕,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,墓,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,募,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,M,睦,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,都,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,都,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,赌,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,堵,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,肚,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,睹,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,妒,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,土,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,吐,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,吐,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,兔,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,徒,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,屠,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,途,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,涂,ɷ/əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,图,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,杜,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,肚,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,度,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,渡,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,T,镀,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,N,奴,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,N,努,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,N,怒,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,卢,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,炉,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,芦,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,鸬,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,颅,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,鲈,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,鲁,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,橹,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,虏,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,卤,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,路,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,赂,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,露,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,L,鹭,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,租,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,祖,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,组,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,做,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,粗,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,醋,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,措,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,错,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,苏,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,酥,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,素,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,诉,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,塑,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,TS,嗉,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,姑,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,孤,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,箍,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,辜,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,菇,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,鸪,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,蛄,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,古,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,估,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,盬,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,牯,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,股,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,鼓,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,蛊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,故,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,固,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,锢,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,雇,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,顾,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,枯,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,苦,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,库,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,裤,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,吴,u/əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,蜈,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,吾,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,梧,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,五,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,伍,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,午,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,忤,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,误,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,K,悟,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,呼,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,虎,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,浒,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,琥,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,戽,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,胡,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,湖,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,狐,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,壶,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,乎,u,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,瓠,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,鬍,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,糊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,蝴,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,瑚,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,户,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,沪,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,互,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,护,əu,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,瓠,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,糊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,乌,w,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,污,w,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,坞,,,
HZ02,湖州市区,太湖片-苕溪小片,,,模,Ø,恶,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,褒,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,保,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,堡,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,宝,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,报,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,袍,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,抱,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,暴,ɔ,,
