point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,上海地区方言调查研究
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,蟆,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,妈,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,马,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,码,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,玛,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,蚂,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,M,骂,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,N,拿,ᴇ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS,茶,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS,搽,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS,䖳,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,楂,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,渣,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,诈,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,榨,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,炸,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,叉,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,杈,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,岔,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,茬,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,查,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,乍,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,沙,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,纱,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,痧,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,砂,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,鲨,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,裟,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,洒,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,TS*,厦,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,家,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,傢,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,加,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,痂,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,嘉,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,枷,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,袈,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,假,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,贾,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,假,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,架,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,驾,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,嫁,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,稼,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,价,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,揢,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,牙,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,芽,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,衙,ᴀ,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,伢,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,蚜,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,雅,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,K,砑,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,虾,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,�,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,嚇,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,霞,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,瑕,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,遐,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,蝦,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,下,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,厦,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,下,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,暇,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,鸦,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,丫,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,桠,,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,哑,o,,
BS01,宝山,太湖片-苏沪嘉小片,,,麻,Ø,亚,ia,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,补,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,谱,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,哺,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,布,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,佈,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,铺,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,潽,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,普,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,浦,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,铺,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,怖,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,蒲,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,菩,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,脯,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,葡,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,莆,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,部,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,簿,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,篰,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,步,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,捕,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,P,埠,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,模,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,模,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,摹,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,姥,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,暮,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,慕,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,墓,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,募,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,M,睦,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,都,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,都,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,赌,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,堵,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,肚,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,睹,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,妒,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,土,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,吐,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,吐,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,兔,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,徒,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,屠,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,途,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,涂,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,图,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,杜,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,肚,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,度,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,渡,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,T,镀,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,N,奴,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,N,努,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,N,怒,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,卢,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,炉,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,芦,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,鸬,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,颅,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,鲈,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,鲁,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,橹,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,虏,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,卤,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,路,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,赂,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,露,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,L,鹭,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,租,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,祖,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,组,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,做,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,粗,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,醋,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,措,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,错,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,苏,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,酥,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,素,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,诉,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,塑,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,TS,嗉,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,姑,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,孤,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,箍,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,辜,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,菇,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,鸪,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,蛄,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,古,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,估,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,盬,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,牯,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,股,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,鼓,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,蛊,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,故,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,固,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,锢,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,雇,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,顾,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,枯,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,苦,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,库,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,裤,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,吴,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,蜈,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,吾,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,梧,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,五,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,伍,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,午,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,忤,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,误,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,K,悟,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,浒,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,乎,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,瓠,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,蝴,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,护,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,污,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,坞,,,
BS01,宝山,太湖片-苏沪嘉小片,,,模,Ø,恶,u,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,褒,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,P,菢,,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
BS01,宝山,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
