point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,老派宁波方言同音字汇
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,哮,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,孝,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,肴,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,淆,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,效,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,校,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,校,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,坳,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,凹,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,拗,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,Ø,靿,ɔ,,
