point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,奉化方言同音字汇
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,和,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,禾,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,祸,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,夥,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,和,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,倭,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,踒,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,窝,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,涡,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,莴,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,涴,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,瘸,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,靴,,,
FH01,奉化西坞,太湖片-甬江小片,,,戈,Ø,�,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,巴,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,芭,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,疤,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,笆,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,吧,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,把,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,靶,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,霸,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,欛,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,壩,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,坝,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,爸,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,怕,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,帕,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,爬,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,琶,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,杷,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,钯,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,P,耙,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,麻,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,痲,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,蟆,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,妈,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,马,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,码,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,玛,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,蚂,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,M,骂,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,N,拿,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS,茶,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS,搽,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS,䖳,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,楂,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,渣,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,诈,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,榨,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,炸,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,叉,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,杈,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,差,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,岔,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,差,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,茬,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,查,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,乍,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,沙,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,纱,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,痧,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,砂,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,鲨,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,裟,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,洒,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,TS*,厦,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,家,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,傢,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,加,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,痂,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,嘉,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,枷,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,袈,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,假,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,贾,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,假,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,架,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,驾,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,嫁,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,稼,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,价,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,揢,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,牙,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,芽,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,衙,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,伢,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,蚜,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,雅,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,K,砑,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,虾,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,�,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,嚇,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,霞,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,瑕,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,遐,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,蝦,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,下,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,夏,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,厦,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,下,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,夏,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,暇,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,鸦,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,丫,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,桠,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,哑,,,
FH01,奉化西坞,太湖片-甬江小片,,,麻,Ø,亚,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,补,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,谱,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,哺,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,布,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,佈,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,铺,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,潽,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,普,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,浦,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,铺,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,怖,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,蒲,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,菩,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,脯,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,葡,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,莆,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,部,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,簿,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,篰,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,步,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,捕,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,P,埠,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,模,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,模,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,摹,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,姥,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,暮,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,慕,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,墓,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,募,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,M,睦,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,都,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,都,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,赌,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,堵,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,肚,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,睹,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,妒,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,土,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,吐,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,吐,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,兔,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,徒,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,屠,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,途,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,涂,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,图,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,杜,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,肚,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,度,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,渡,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,T,镀,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,N,奴,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,N,努,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,N,怒,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,卢,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,炉,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,芦,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,鸬,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,颅,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,鲈,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,鲁,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,橹,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,虏,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,卤,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,路,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,赂,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,露,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,L,鹭,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,租,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,祖,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,组,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,做,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,粗,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,醋,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,措,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,错,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,苏,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,酥,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,素,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,诉,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,塑,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,TS,嗉,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,姑,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,孤,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,箍,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,辜,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,菇,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,鸪,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,蛄,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,古,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,估,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,盬,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,牯,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,股,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,鼓,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,蛊,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,故,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,固,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,锢,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,雇,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,顾,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,枯,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,苦,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,库,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,裤,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,吴,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,蜈,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,吾,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,梧,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,五,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,伍,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,午,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,忤,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,误,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,K,悟,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,呼,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,虎,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,浒,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,琥,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,戽,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,胡,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,湖,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,狐,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,壶,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,乎,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,瓠,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,鬍,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,糊,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,蝴,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,瑚,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,户,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,沪,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,互,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,护,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,瓠,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,糊,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,乌,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,污,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,坞,,,
FH01,奉化西坞,太湖片-甬江小片,,,模,Ø,恶,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,褒,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,保,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,堡,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,宝,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,报,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,袍,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,抱,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,暴,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,P,菢,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,M,毛,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,M,冒,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,M,帽,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,M,瑁,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,刀,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,叨,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,祷,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,岛,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,倒,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,捣,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,到,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,倒,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,滔,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,掏,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,讨,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,套,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,桃,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,逃,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,淘,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,陶,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,萄,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,涛,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,道,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,稻,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,盗,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,导,,,
