point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,俞光中1988
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,多,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,拖,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,他,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,驼,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,驮,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,陀,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,鸵,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,沱,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,舵,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,大,u/ɑ,白读/文读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,T,驮,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,N,挪,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,N,哪,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,N,那,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,L,罗,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,L,锣,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,L,箩,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,L,萝,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,L,逻,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,TS,左,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,TS,佐,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,TS,搓,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,TS,娑,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,歌,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,哥,u/e,/大阿～,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,柯,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,个,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,轲,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,可,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,蛾,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,鹅,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,俄,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,娥,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,我,u,文读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,K,饿,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,荷,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,河,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,何,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,荷,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,贺,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,阿,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,歌,Ø,屙,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,茄,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,波,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,菠,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,跛,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,簸,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,簸,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,播,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,颇,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,坡,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,玻,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,破,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,婆,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,P,薄,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,M,魔,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,M,磨,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,M,摩,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,M,馍,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,M,蘑,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,M,磨,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,朵,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,躲,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,剁,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,妥,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,椭,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,唾,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,砣,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,惰,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,垛,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,T,堕,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,N,挼,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,N,糯,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,N,懦,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,骡,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,螺,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,脶,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,啰,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,裸,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,瘰,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,L,摞,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,锉,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,莝,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,矬,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,坐,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,座,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,蓑,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,梭,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,唆,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,莎,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,锁,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,琐,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,TS,唢,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,过,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,锅,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,戈,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,果,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,裹,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,餜,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,过,u,～勿得,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,科,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,窠,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,棵,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,髁,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,蝌,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,颗,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,课,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,讹,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,K,卧,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,火,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,伙,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,货,u,～色,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,禾,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,祸,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,夥,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,倭,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,踒,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,窝,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,涡,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,莴,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,涴,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,瘸,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,靴,yɤə,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,戈,Ø,�,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,巴,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,芭,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,疤,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,笆,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,吧,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,把,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,靶,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,霸,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,欛,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,壩,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,坝,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,爸,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,怕,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,帕,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,爬,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,琶,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,杷,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,钯,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,P,耙,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,麻,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,蟆,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,妈,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,马,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,码,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,玛,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,蚂,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,M,骂,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,N,拿,o/ɑ,白读/文读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS,茶,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS,搽,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS,䖳,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,楂,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,渣,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,诈,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,榨,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,炸,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,叉,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,杈,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,岔,o,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,茬,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,查,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,乍,o,～浦,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,沙,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,纱,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,痧,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,砂,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,鲨,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,裟,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,洒,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,TS*,厦,ɑ,大～,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,家,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,傢,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,加,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,痂,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,嘉,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,枷,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,袈,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,假,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,贾,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,假,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,架,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,驾,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,嫁,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,稼,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,价,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,揢,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,牙,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,芽,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,衙,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,伢,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,蚜,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,雅,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,K,砑,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,虾,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,�,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,嚇,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,霞,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,瑕,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,遐,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,蝦,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,下,o,底～,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,姓,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,厦,o,～门,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,下,o,底～,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,姓、～天,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,暇,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,鸦,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,丫,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,桠,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,哑,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,麻,Ø,亚,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,补,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,谱,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,哺,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,布,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,佈,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,铺,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,潽,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,普,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,浦,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,铺,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,怖,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,蒲,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,菩,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,脯,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,葡,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,莆,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,部,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,簿,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,篰,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,步,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,捕,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,P,埠,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,模,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,模,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,摹,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,姥,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,暮,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,慕,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,墓,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,募,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,M,睦,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,都,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,都,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,赌,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,堵,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,肚,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,睹,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,妒,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,土,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,吐,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,吐,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,兔,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,徒,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,屠,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,途,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,涂,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,图,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,杜,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,肚,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,度,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,渡,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,T,镀,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,N,奴,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,N,努,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,N,怒,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,卢,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,炉,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,芦,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,鸬,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,颅,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,鲈,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,鲁,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,橹,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,虏,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,卤,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,路,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,赂,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,露,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,L,鹭,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,租,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,祖,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,组,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,做,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,粗,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,醋,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,措,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,错,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,苏,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,酥,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,素,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,诉,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,塑,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,TS,嗉,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,姑,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,孤,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,箍,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,辜,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,菇,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,鸪,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,蛄,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,古,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,估,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,盬,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,牯,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,股,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,鼓,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,蛊,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,故,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,固,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,锢,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,雇,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,顾,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,枯,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,苦,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,库,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,裤,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,吴,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,蜈,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,吾,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,梧,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,五,u,文读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,伍,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,午,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,忤,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,误,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,K,悟,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,Ø,浒,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
