point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,舟山方言研究
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,套,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,桃,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,逃,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,淘,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,陶,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,萄,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,涛,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,道,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,稻,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,盗,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,导,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,蹈,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,N,脑,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,N,恼,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,劳,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,捞,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,唠,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,牢,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,痨,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,老,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,佬,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,L,涝,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,遭,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,糟,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,早,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,枣,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,蚤,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,澡,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,藻,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,躁,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,灶,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,操,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,草,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,騲,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,糙,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,曹,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,槽,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,皂,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,造,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,骚,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,臊,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,扫,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,嫂,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,扫,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,TS,燥,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,高,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,膏,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,篙,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,羔,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,糕,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,稿,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,告,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,膏,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,考,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,烤,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,拷,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,靠,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,犒,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,铐,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,㸆,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,熬,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,敖,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,鳌,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,傲,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,K,鏊,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,蒿,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,薅,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,好,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,好,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,耗,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,豪,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,壕,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,毫,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,号,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,蠔,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,浩,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,号,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,爊,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,袄,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,懊,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,奥,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,懊,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,Ø,澳,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,P,剖,au,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,某,au,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,亩,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,牡,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,母,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,拇,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,戊,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,茂,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,贸,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,兜,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,斗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,抖,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,陡,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,蚪,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,斗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,偷,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,敨,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,透,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,头,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,投,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,骰,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,豆,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,逗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,痘,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,脰,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,楼,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,搂,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,耧,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,娄,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,搂,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,篓,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,溇,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,漏,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,陋,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,走,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,奏,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,凑,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,叟,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,嗽,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,勾,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,钩,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,沟,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,狗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,苟,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,垢,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,枸,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,彀,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,够,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,构,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,购,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,勾,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,抠,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,眍,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,口,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,叩,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,扣,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,寇,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,藕,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,偶,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,偶,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,吼,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,侯,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,喉,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,猴,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,瘊,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,後,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,厚,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,后,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,候,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,鲎,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,欧,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,瓯,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,区,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,鸥,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,呕,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,殴,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,沤,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,怄,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,P,拜,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,P,排,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,P,�,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,M,埋,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,L,攋,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,䍉,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,箉,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,斋,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,豺,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,皆,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,阶,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,稭,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,偕,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,介,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,界,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,芥,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,尬,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,疥,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,届,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,戒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,庎,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,揩,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,楷,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,谐,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,骇,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,械,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,挨,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,摆,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,派,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,牌,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,簰,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,罢,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,稗,a/o,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,M,买,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,M,卖,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,N,奶,a/ɛ,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,债,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,钗,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,差,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,柴,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,筛,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,洒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,晒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,佳,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,街,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,解,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,懈,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,涯,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,崖,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,捱,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,鞋,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,解,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,解,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,蟹,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,矮,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,隘,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,呆,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,戴,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,胎,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,台,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,奤,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,态,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,贷,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,台,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,苔,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,抬,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,待,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,怠,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,殆,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,代,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,袋,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,玳,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,黛,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,埭,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,逮,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,T,绐,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,N,乃,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,N,耐,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,L,来,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,灾,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,栽,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,宰,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,载,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,再,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,载,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,猜,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,彩,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,採,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,睬,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,踩,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,菜,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,棌,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,才,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,材,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,财,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,裁,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,在,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,载,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,腮,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,鳃,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,赛,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,TS,塞,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,该,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,改,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,概,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,溉,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,开,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,凯,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,慨,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,咳,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,呆,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,磑,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,K,碍,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,海,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,孩,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,亥,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,哀,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,埃,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,唉,,,
ZS01,舟山定海,太湖片-甬江小片,,,咍,Ø,爱,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,P,贝,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,P,狈,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,P,沛,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,带,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,太,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,泰,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,大,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,汏,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,N,奈,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,L,赖,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,L,癞,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,TS,蔡,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,盖,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,丐,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,艾,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,Ø,害,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,Ø,蔼,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,杯,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,辈,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,背,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,胚,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,坯,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,配,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,培,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,陪,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,赔,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,裴,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,倍,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,佩,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,P,背,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,梅,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,枚,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,媒,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,煤,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,莓,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,玫,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,每,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,妹,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,M,昧,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,堆,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,𠡒,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,对,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,碓,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,推,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,㷟,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,腿,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,退,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,颓,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,T,队,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,N,馁,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,N,内,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,雷,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,儡,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,癗,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,蕾,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,累,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,擂,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,L,𨀤,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,TS,脧,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,TS,催,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,TS,崔,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,TS,摧,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,TS,罪,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,TS,碎,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,瑰,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,盔,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,恢,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,魁,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,诙,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,傀,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,块,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,K,桅,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,灰,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,贿,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,悔,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,晦,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,回,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,茴,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,蛔,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,徊,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,汇,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,溃,,,
ZS01,舟山定海,太湖片-甬江小片,,,灰,Ø,煨,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,蜕,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,T,兑,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,TS,最,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,会,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,刽,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,桧,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,K,外,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,Ø,会,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,Ø,绘,,,
ZS01,舟山定海,太湖片-甬江小片,,,泰,Ø,烩,,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,包,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,胞,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,苞,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,饱,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,豹,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,爆,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,泡,ɔ,,
