point_id,point_name,subbranch,lat,lon,rhyme_modern,chain_slot,slot_type_initial,is_free,onset_class,char,phonetic,note_split,vowel_symbol,vowel_class,reading_layer,mainlayer_flag,combo_validity,zero_type,feature_change
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,歌,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,哥,ɷ,文读,ɷ,ɷ,literary,0,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,哥,a,白读,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,柯,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,个,e,,e,e,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,轲,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,可,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,蛾,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,鹅,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,俄,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,娥,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,我,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, K,饿,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,荷,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,河,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,何,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,荷,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,贺,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,阿,u,～胶,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,歌,S2,*ɑ,0, Ø,屙,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,茄,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,茄,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,波,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,菠,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,跛,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,簸,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,簸,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,播,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,颇,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,坡,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,玻,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,破,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,破,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,婆,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, P,薄,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, M,魔,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, M,磨,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, M,摩,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, M,馍,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, M,蘑,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, M,磨,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,朵,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,躲,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,躲,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,剁,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,妥,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,椭,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,唾,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,砣,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,惰,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,垛,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, T,堕,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,挼,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,糯,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,懦,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,骡,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,螺,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,脶,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,啰,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,裸,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,瘰,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, N,摞,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,锉,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,莝,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,矬,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,坐,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,座,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,蓑,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,梭,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,唆,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,莎,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,锁,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,琐,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0,TS,唢,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,过,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,锅,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,戈,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,果,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,裹,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,餜,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,过,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,科,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,窠,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,棵,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,髁,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,蝌,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,颗,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,课,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,讹,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, K,卧,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,火,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,伙,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,货,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,和,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,禾,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,祸,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,夥,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,和,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,倭,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,踒,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,窝,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,涡,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,莴,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,涴,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,瘸,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,靴,i,,i,i,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,S2,*ɑ,0, Ø,�,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,巴,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,芭,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,疤,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,笆,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,吧,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,把,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,靶,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,霸,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,霸,a,文读,a,a,literary,0,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,欛,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,壩,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,坝,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,坝,a,文读,a,a,literary,0,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,爸,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,怕,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,怕,a,文读,a,a,literary,0,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,帕,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,爬,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,爬,a,文读,a,a,literary,0,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,琶,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,杷,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,钯,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, P,耙,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,麻,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,痲,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,蟆,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,蟆,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,妈,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,马,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,码,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,玛,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,蚂,u,,u,u,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, M,骂,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, N,拿,a,文读,a,a,literary,0,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, N,拿,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS,茶,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS,搽,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS,䖳,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,楂,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,渣,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,诈,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,榨,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,炸,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,叉,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,杈,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,差,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,岔,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,差,ɷ,白读,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,茬,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,查,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,乍,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,沙,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,纱,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,痧,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,砂,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,鲨,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,裟,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,洒,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0,TS*,厦,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,家,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,傢,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,加,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,痂,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,嘉,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,枷,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,袈,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,假,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,贾,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,假,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,架,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,驾,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,嫁,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,稼,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,价,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,揢,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,牙,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,芽,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,衙,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,伢,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,蚜,a,,a,a,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,雅,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, K,砑,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,虾,ɷ,,ɷ,ɷ,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,�,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,嚇,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,霞,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,瑕,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,遐,ia,,ia,diphthong,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,蝦,,,,,main,1,1,none,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,S1,*a,0, Ø,下,ɷ,,ɷ,ɷ,main,1,1,none,
